,title,dept,procurement_stage,notice_status,contract location,contract_value,publication_year,closing_year,status
195,English Heritage Waste/ Recycling Collection and Disposal Contract		,English Heritage-National Collections: Historic Properties, Opportunity, Open, SN2 2EH,1800000.0,2022.0,2022,Closing
196,Contract Commissioning and Project Management Services for the Renewal of the Highways Maintenance Contract		,Knowsley Council, Opportunity, Open, England,,2022.0,2022,Closing
197,NWL0081 Provision of NWL CCG [Hillingdon] Pressure Relieving Equipment Services in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
198,Development of a UK Verification Standard and Guidance Update for Ultraviolet Irradiation Disinfection of Drinking Water Supplies		,Defra Network eTendering Portal, Opportunity, Open, London,,2022.0,2022,Closing
199,NWL0093 Provision Audiology Maintenance Services in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
200,"Design for Improvement, Supply and Fit - 4x Play Areas		",ESSEX COUNTY COUNCIL, Opportunity, Open, South East,90000.0,2022.0,2022,Closing
201,CA10273 - Student Transport		,Warrington & Vale Royal College, Opportunity, Open, WA2 8QA,,2022.0,2022,Closing
202,Integrated Domestic Waste Mgt & Minimisation		,UKRI - British Geological Survey, Opportunity, Open, East Midlands,,2022.0,2022,Closing
203,Flying Scotsman Centenary Film Commission		,Science Museum Group, Opportunity, Open, SW7 2DD,,2022.0,2022,Closing
204,DBC (SF) Site Inspector Services - St Margaret's Way and Marchmont Fields		,Dacorum Borough Council, Opportunity, Open, HP1 1HH,50000.0,2022.0,2022,Closing
205,Riverside Irvine - Office Refurbishment		,Riverside, Opportunity, Open, KA12 0LP,,2022.0,2022,Closing
206,CONTRACT FOR THE PROVISION OF BLITZ CLEANING SERVICE		,London Borough of Redbridge, Opportunity, Open, England,100000.0,2022.0,2022,Closing
207,RM1557.13L4		,Crown Commercial Service, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
208,PLACE099 Markham Vale North Tip - Bridge Demolition		,Derbyshire County Council, Opportunity, Open, England,,2022.0,2022,Closing
209,Europe Gallery New Display Cases		,National Army Museum, Opportunity, Open, SW3 4HT,,2022.0,2022,Closing
210,Supply of HLA Antibody Screening Kits		,Cambridge University Hospitals NHS Foundation Trust, Opportunity, Open, CB2 0QQ,,2022.0,2022,Closing
211,CA10268 - Gateshead College - Provision of Multi-function Print Devices with an Onsite Managed Print Service (Print Room)		,Gateshead College, Opportunity, Open, NE8 3BE,,2022.0,2022,Closing
212,Supply of a Stereo Particle Imaging Velocimetry (PIV) measurement instrument		,University of Leeds, Opportunity, Open, Yorkshire and the Humber,,2022.0,2022,Closing
213,NWL0105 Out of Hospital & Community Services in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
214,Top of Town Public Realm Improvements		,EU SUPPLY LIMITED, Opportunity, Open, Yorkshire and the Humber,1900000.0,2022.0,2022,Closing
215,GB-Newport: Lift Servicing and Maintenance		,Newport City Homes, Opportunity, Open, Wales,50000.0,2022.0,2022,Closing
216,"The Provision of Whaley Common Survey, Supply and Fit (Air Source Heat Pumps)		",Bolsover District Council, Opportunity, Open, S43 4JY,,2022.0,2022,Closing
217,Whinlatter Café Concession		,Forestry England, Opportunity, Open, Any region,,2022.0,2022,Closing
218,"Tender for a System incorporating Human Resources, Duties Management & Training Administration		",West Mercia Police Procurement Department, Opportunity, Open, WR38SP,3000000.0,2022.0,2022,Closing
219,WHC - M&E Services		,Welwyn Hatfield Borough Council, Opportunity, Open, AL8 6AE,,2022.0,2022,Closing
220,The Provision of Installation of Wetrooms for Council Properties Identified within the Bolsover District		,Bolsover District Council, Opportunity, Open, S43 4JY,,2022.0,2022,Closing
221,GSTT - Workforce Wellbeing Study - ST21-P054		,Guy's & St Thomas' NHS Foundation Trust, Opportunity, Open, SE1 4YB,110000.0,2022.0,2022,Closing
222,The provision of South Asia Office		,UNIVERSITY OF HULL, Opportunity, Open, HU6 7RX,,2022.0,2022,Closing
223,"Parks, Street Scene and Green Infrastructure Management System for SWISCo		",Torbay Council, Opportunity, Open, England,360000.0,2022.0,2022,Closing
224,CPM Command Systems Programme Manager		,Ministry of Defence, Opportunity, Open, South East,,2022.0,2022,Closing
225,BRI Wifi Infrastructure Project		,THE CHALLENGE ACADEMY TRUST, Opportunity, Open, WA4 3AE,,2022.0,2022,Closing
226,Golf Links Phase III Redevelopment Contract Ref CH222383 Expression of Interest		,London Borough of Ealing, Early engagement, Open, England,0.0,2022.0,2022,Closing
227,YAS 11 2022_23 EV Charging & Feasibility For Scarborough & Selby Hospitals		,Yorkshire Ambulance Service NHS Trust, Opportunity, Open, WF2 8EE,,2022.0,2022,Closing
228,Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways		,London Borough of Haringey - Parks and Leisure, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
229,PH0330-1 Meal Kit Provision HAF Summer and Christmas 2022		,Sandwell Metropolitan Borough Council, Opportunity, Open, B69 3DE,50000.0,2022.0,2022,Closing
230,CA9973 - DN Colleges Group - External Audit Services		,Doncaster College, Opportunity, Open, DN1 2RF,,2022.0,2022,Closing
231,"Extra-Care Provision for Gascoigne House, Middleton Park Avenue, Leeds		",Leeds City Council, Opportunity, Open, LS1 1UR,1877304.0,2022.0,2022,Closing
232,Market engagement For Post-16 English and maths Continuous Professional Development (CPD)		,Department for Education, Early engagement, Open, Any region,0.0,2022.0,2022,Closing
233,Market engagement For Post-16 English and maths Continuous Professional Development (CPD)		,Department for Education, Early engagement, Open, Any region,0.0,2022.0,2022,Closing
234,Internal Audit		,LEEDS TRINITY UNIVERSITY, Opportunity, Open, LS18 5HD,,2022.0,2022,Closing
235,Large Scale Research for Post-16 English and maths Continuous Professional Development (CPD)		,Department for Education, Early engagement, Open, Any region,0.0,2022.0,2022,Closing
236,CLCH - Essential Oils		,Central London Community Healthcare NHS Trust, Opportunity, Open, England,2000.0,2022.0,2022,Closing
237,Large Scale Research for Post-16 English and maths Continuous Professional Development (CPD)		,Department for Education, Early engagement, Open, Any region,0.0,2022.0,2022,Closing
238,CA10271 - Waltham Forest College - Subcontracted Learning Services		,Waltham Forest College, Opportunity, Open, E17 4JB,,2022.0,2022,Closing
239,Remodelling and Extension of Wheatley Hill Fire Station		,County Durham and Darlington Fire and Rescue Service, Opportunity, Open, North East,650000.0,2022.0,2022,Closing
240,Facilities Management - Cleaning & Security		,LondonEnergy Ltd, Opportunity, Open, N18 3AG,,2022.0,2022,Closing
241,"SPS 2412 - Metering, Billing and Tariff Setting		",Royal Borough of Greenwich, Opportunity, Open, England,,2022.0,2022,Closing
242,NU/1760  Identifying Opportunities for Newcastle University to Leverage through the Newly Proposed Campus for Ageing and Vitality		,Newcastle University, Opportunity, Open, England,,2022.0,2022,Closing
243,Concurrent Planning Service		,Blackburn with Darwen, Opportunity, Open, England,,2022.0,2022,Closing
244,"Servicing, Testing and Maintenance of Powered Pedestrian Doors and Roller Shutters in Schools and Corporate Buildings		",Dudley Metropolitan Borough Council, Opportunity, Open, DY1 1HF,276992.0,2022.0,2022,Closing
245,GB-London: Nuclear Science and Engineering Expertise		,National Audit Office, Opportunity, Open, Any region,50000.0,2022.0,2022,Closing
246,CCTV System & Installation		,THE CHALLENGE ACADEMY TRUST, Opportunity, Open, WA4 3AE,,2022.0,2022,Closing
247,Adult Education Budget Framework		,Nottingham College, Opportunity, Open, NG9 4AH,,2022.0,2022,Closing
248,NWL0106 Provision of Specialist  Nursing Home Services  in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
249,NWL0104 Specialist Mental Health Hospital provision in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
250,NWL0103 Provision of  Specialist Nursing Home Care in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
251,ADC 5400 Adaptation Works to Domestic Homes		,Nottingham City Council, Opportunity, Open, England,,2022.0,2022,Closing
252,SLaM - Peer Support Inpatient Rehabilitation In-Reach Service ST21-P224		,South London and Maudsley NHS Foundation Trust, Opportunity, Open, SE5 8AZ,100000.0,2022.0,2022,Closing
253,Barley Close School recovering of roof with new felts		,South Gloucestershire Council, Opportunity, Open, BS16 9DL,,2022.0,2022,Closing
254,ADC 5324 Queens Buildings Annexe Window Replacement		,Nottingham City Council, Opportunity, Open, England,,2022.0,2022,Closing
255,"364_22  Stairlifts, Steplifts, Vertical Through-floor Lifts and Hoists		",ESPO, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
256,Bridge Wing Gyro Repeaters		,Home Office, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
257,NHSE857 Complex Trauma Related Mental Health Services for Victims of Sexual Abuse Engagement Event		,North Of England Commissioning Support, Early engagement, Open, Yorkshire and the Humber,0.0,2022.0,2022,Closing
258,The Supply of Metals		,Leidos Supply, Future opportunity, Open, Any region,6000000.0,2021.0,2022,Approach
259,Fencing - Tuddenham		,GALLIFORD TRY INFRASTRUCTURE LIMITED, Early engagement, Open," East Midlands, South East",0.0,2022.0,2022,Closing
260,The Supply of Foul Weather Clothing		,Leidos Supply, Opportunity, Open, Any region,1800000.0,2022.0,2022,Closing
261,Site Clearance - Tuddenham		,GALLIFORD TRY INFRASTRUCTURE LIMITED, Early engagement, Open," East Midlands, South East",0.0,2022.0,2022,Closing
262,Office Supplies for British Embassy Abu Dhabi and British Embassy Dubai		,Foreign Commonwealth and Development Office, Opportunity, Open, Any region,,2022.0,2022,Closing
263,21 066 Statutory Advocacy Service		,Cheshire East Borough Council, Opportunity, Open, England,4284000.0,2022.0,2022,Closing
264,CA10259 - Cheshire College S&W - Supply and Installation of Engineering Machines and Robotics		,Cheshire College South and West, Opportunity, Open, CH65 7BF,,2022.0,2022,Closing
265,SHORT BREAKS FOR CHILDREN AND  YOUNG PEOPLE WITH DISABILITIES		,Bracknell Forest Borough Council, Opportunity, Open, rg121jd,,2022.0,2022,Closing
266,Supply Chain Notice - FDIS RAMS Small Works for Central Region (East)		,Ministry of Defence, Future opportunity, Open, PE28 2EA,,2022.0,2022,Approach
267,CRM/ CMS Cloud Solution		,YSS, Opportunity, Open, West Midlands,,2022.0,2022,Closing
268,Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways		,London Borough of Haringey - Parks and Leisure, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
269,Early Engagement - GP Service for Intermediate Care Clients in Care Homes for NHS Devon Clinical Commissioning Group (CCG)		,NHS SCW CSU, Early engagement, Open, South West,0.0,2022.0,2022,Closing
270,SLaM - Electronic Observation Solution - ST21-P234		,Smart Together, Opportunity, Open, BR3 3BX,5000000.0,2022.0,2022,Closing
271,Request for Quotation: Getac V110-G6		,Worcestershire County Council, Opportunity, Open, WR5 2NP,50000.0,2022.0,2022,Closing
272,Strategic Private Sector Development Partner - Oldham Town Centre		,Oldham Council, Early engagement, Open, England,0.0,2022.0,2022,Closing
273,Supply Chain Notice - FDIS RAMS Small Works for Central Region (West)		,Ministry of Defence, Future opportunity, Open, PE28 2EA,,2022.0,2022,Approach
274,"Testing, Servicing and Maintenance of Oil and Gas Fired Appliances and Heating Systems in Schools and Corporate Buildings.		",Dudley Metropolitan Borough Council, Opportunity, Open, DY1 1HF,1860000.0,2022.0,2022,Closing
275,Grounds Maintenance		,Biddulph Town Council, Opportunity, Open, West Midlands,,2022.0,2022,Closing
276,Innovate UK KTN - Live Streaming		,KNOWLEDGE TRANSFER NETWORK LIMITED, Opportunity, Open, N1 0QH,,2022.0,2022,Closing
277,Adaptations -  Miscellaneous adaptations		,London Borough of Haringey, Opportunity, Open, United Kingdom,225000.0,2022.0,2022,Closing
278,CA10142 - AECC Provision of Design Agency Services		,AECC University College, Opportunity, Open, BH5 2DF,,2022.0,2022,Closing
279,SC22080 - A20 Coldharbour Roundabout and Hall Road Junction		,Kent County Council, Opportunity, Open, England,5500000.0,2022.0,2022,Closing
280,3313.EFM.SW.22 2022 Teaching and Learning Spaces Refurbishment		,UNIVERSITY OF SHEFFIELD, Opportunity, Open, Yorkshire and the Humber,,2022.0,2022,Closing
281,Invitation to tender for the provision of a Dual Diagnosis Service for People Experiencing Rough Sleeping (2022-25)		,Greater Manchester Combined Authority, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
282,NWL0078 Provision of Time for Me (Carers Programme) - Westminster		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
283,SAN / VMWARE HOST PROJECT		,PRIESTLEY COLLEGE, Opportunity, Open, WA4 6RD,,2022.0,2022,Closing
284,NWL0091 Provision of Counselling Services in Tamil language in North West London		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
285,NWL0085 Provision of Family Support Services in Hillingdon		,North West London Clinical Commissioning Group, Early engagement, Open, NW1 5JD,0.0,2022.0,2022,Closing
286,002/2022T Carpet & Upholstery Cleaning		,HE Portal, Opportunity, Open, BS16 1QY,500000.0,2022.0,2022,Closing
287,Centre Vale Depot Office and Mess Room Refurbishment		,EU SUPPLY LIMITED, Opportunity, Open, Yorkshire and the Humber,100000.0,2022.0,2022,Closing
288,TD1850 - Provision of Hook Lift Skips fit for the purpose of Household Waste Recycling Centre Service Provision		,Derby City Council, Opportunity, Open, England,,2022.0,2022,Closing
289,"Repair and Refurbishment to the aisle roofs of the former St Matthews Church, Hull		",GIROSCOPE LIMITED, Opportunity, Open, HU3 2TD,,2022.0,2022,Closing
290,Call for Expressions of Interest - Greater Manchester Combined Authority Digital Skills Bootcamps		,THE GROWTH COMPANY LIMITED, Opportunity, Open, North West,,2022.0,2022,Closing
291,Provision of Occupational Health Services for Staff		,UNIVERSITY OF DERBY, Opportunity, Open, East Midlands,250000.0,2022.0,2022,Closing
292,Eat for Change: Sustainable Diets Pathways for 24 to 35 year olds		,WWF-UK (WORLD WIDE FUND FOR NATURE) TRADING LIMITED, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
293,Supply Chain Notice - FDIS RAMS Small Works - Central Region (E Midlands & North)		,Ministry of Defence, Future opportunity, Open, PE28 2EA,,2022.0,2022,Approach
